text,aspect,classification_method
이번엔 오리지날 먹었는데 담엔 다른 맛도 먹어볼게욥,,
🩷,,
우왕 새로운 경험이에요,,
좋아요,,
최고👍🏻,,
맛있어요~~~~.,,
👍🏻👍🏻,,
🫶🏻,,
맛있어 보여요,,
😀🫶🏻,,
👍,,
지인이 준거 먹어보고 맛있어서 한박스 사서 갑니다!,,
다른 맛도 궁금해요,,
새로운 경험 아주 좋은경험입니다,,
날이 너무 좋아서 슬러쉬 한 잔 해봅니다.,,
녹차맛 슬러쉬 진쟈,,
료..,,
너무 맛있어,,
🤍,,
너무 좋아요~~! ㅋㅋ,,
최고의 조합!!,,
맛있었어,,
툐!,,
근데 맛있긴 해요.,,
다만...,,
조금 아쉬운 게 얼음이 너무 많아서 액체량이 정말 적습니다ㅜ,,
오란다는 아는 맛이지만 맛있었어요.,,
라는 생각이 들어서 조금 안타까웠습니다.,,
🤍🤍,,
와 너무 맛있어요!!!!,,
종류도 다양해요,,
오리지널 맛이 진짜 부드러워요!,,
더울 때 먹기에 좋아요,,
☺️,,
그만큼 인기가 많습니다.,,
너무 맛있게 잘먹었어요,,
아이디어도 너무 좋고 비주얼도 미쳣어요,,
신기한 컨셉의 카페길래 지나가다 들려보았어요!,,
건빵 맛있어요,,
😃,,
잘 먹고 갑니다!,,
✮  💖  𝒿𝓂𝓉  💖  ✮,,
느낌도 너무 좋습니다!,,
떡와플운 3분 정도 걸린대요,,
신기하고 맛있어요!!,,
너무 맛잇어요,,
데이트 중 보여서 들어 왔는데 신기한 경험이였어요,,
특이하고 맛있어요 ㅎㅎ,,
오리지널은 역시나 달달한게 넘나 맛있구요,,
"녹차맛은,, 음..",,
달달해서 쌉싸름한 맛이 덜 느껴짐,,
(개취!),,
그래도 오리지널 뉴믹스는 맛있습니다!,,
궁금하다 싶으면 한번정도는 가볼만한 카페인듯 ;-),,
넘 맛있어요,,
들고 다니기 딱 좋아요!,,
힙왕힙신,,
신기하네요,,
뉴믹스가 생겼다길래 와봤어요~!!,,
귀엽네요,,
슬러시가 엄청 찐해요!,,
뉴믹스!,,
많이사갑니다,,
요즘 핫해서 들러봤는데 맛있네요,,
😊,,
제조방법이나 비율 여쭤보고싶은거 꾹 참았어요!,,
오란다도 너무 찐득한 게 아니라 바삭바삭해서 너무 맛있었어요..!,,
신기하고 맛있어요!,,
평일이라 오래 안기다렸어요.,,
군밤맛 아이스 먹었는데 완전 맛나용,,
어제 먹고 맛있어서 또 왔어요!!,,
맛별로…..,,
먹어보고 싶어요!!!!!,,
🙂,,
이벤트 당첨은 안됐네여..,,
하지만 자주가지마세요,,
제가 갈거니까ㅠ?,,
맛도 좋았어요ㅎ,,
추천,,
메뉴가 다양해서 골라먹기 좋아요,,
굿굿 맛있어요,,
🤍🫢🤍,,
지나칠수 없는 핫플 냄새가 나요..,,
"🥹
2호점도 열면 가볼게요",,
오란다와 오리지널맛 믹스 볶은쌀맛 믹스 샀는데 맛이 궁금합니다,,
자주 이용할게요,,
건빵크런치는 겉에 붙인 메밀맛이 고소달달해 맛있었다,,
💗💗 다음에 다른 메뉴들도 먹어보고 싶다 !!,,
🙋🏻‍♀️🙋🏻‍♀️,,
메뉴가 다양해서 재밌어요!,,
핫한 카페를 평일에 오니 좋았어오!,,
너무 좋아요!,,
너무 귀엽고 새로웠어용,,
유명해져라,,
아니 유명해 지지마,,
컨셉도 메뉴도 재밌네요!!,,
ㅎㅎ좋어여,,
오,,
성수동에 새로생긴 핫플~~!!,,
오픈런했어요!,,
친구랑 성수 들렀다가 요즘 성수 핫플이라는 뉴믹스 들러봤어요.,,
💕,,
"💚 너무 단 거 안 좋아하시면 고소한 쌀, 밤맛도 추천드려요.",,
저럼하고맛있어요,,
배달의 민족대표(김봉진님)이 드디어 외식산업에 진출해서 와봤습니다,,
바밤바맛나는데 맛있어요,,
떡도 찹쌀떡 구웠는 지 쫄깃하고 시럽이 잘어울립니다,,
오란다 드실꺼면 위에 토핑 올라간걸 드세요!!!,,
기본은 우리가 아는 그맛입니다,,
효창공원가서 드셔도 좋습니다ㅎ,,
툐 또올게요,,
오 신기해서 와봤어여,,
👍🏻👍🏻👍🏻,,
녹차맛 쌉쌀하니 많이 달지 않아 좋아요!,,
오란다도 파사파삭하고 맛있어요!,,
도자기컵 너무 귀여워용,,
달달구리 하더라구요.,,
진짜 맛있어요~,,
오란다도 맛있어서 계속 생각나요ㅋ,,
한국 스러운.,,
한국에 거주하는.,,
모두에게.,,
로컬의 맛과 바이브를 전해주는.,,
재밌는 경험!!,,
흰쌀믹스가 맛있어요~!,,
유명해서 와봤어요!!!,,
기대한만큼 힙해용,,
❤️,,
녹차 Hot으로 먹었는데 진짜 맛있어요,,
이거 녹차향도 많이나구 ㅠㅜ (˃́ꇴ˂̀)ᵍᵒᵒᵈᵎᵎ,,
녹차슬러쉬 맛있어요~~~~,,
생각보다 덜달고 고소한 볶은쌀맛에 반했어요,,
게다가 황금별 이벤트까지 당첨되어서 너무 행복해요,,
🥰 존맛 추천추천 성수가면 꼭 가보세요!!!!!,,
"날씨 쌀쌀했는데 은은하게 달달하고 속 따뜻해지는
그런맛이엇어요",,
너무 맛잇었습니다~~,,
달달허이 맛있네요,,
메뉴 도장깨기 하러 또 가고 싶어요!,,
오리지널 꼭 한번 다들 먹어보길 ..!,,
오란다도 맛있구요~~,,
슬러쉬는 더위사냥 맛이에요!,,
😆,,
조합이 묘하게 끌려요!,,
슬러시 강추!,,
수제화 아저씨 동상이랑 같이 길커 타임을 가졌어요.,,
다음에 슬러쉬 맛보러 갈게오,,
좋은 경험하고 갑니다^^,,
운영하시는 분들이 서윗해요..,,
신기하게 진짜 안 텁텁하구 맛있어용!!!,,
황금별 못받아서 아쉬워요,,
트렌디함!,,
오란다는 부드럽고 맛났습니다,,
😋,,
궁금해서 와 봤는데 너무 귀여워요 ㅎㅎ,,
앙!,,
믹스는 쌀맛최고.,,
여긴 오리지널말구 다른게 더 맛있는듓!!,,
맛있다 하면서 계속 먹게 되더라구요 :),,
군밤맛 신기하고 맛있어요!,,
너무 궁금해서 좋아하는 친구랑 찾아왔어요!,,
앞으로도 기대됩니다,,
🫶🏼,,
맛있었어요~~,,
👀🖤,,
메뮤는 오리지날+건빵 조합 미쳤구요 !!,,
(건빵 인간사료입니다),,
더위사냥st 슬러시도 맛있던데요..?,,
강추 강추,,
오리지널 슬러시 - 더위사냥보다 진하고 잠깨는맛입니다.,,
추천드려요!,,
건빵도 맛있어요^^,,
!!!,,
녹차맛이 진해요,,
추천!,,
우째 이런 생각을!,,
승승장구하시길!,,
너무 맛있어요!!,,
"성수에
간다면 꼭 들러야 합니다!",,
다들 뉴믹스 가요!,,
두 번 세 번 백 번 가세요!!!!!!,,
책 영상으로만보던 김봉진대표 새로운도전,,
나도 드디어 와봤다.,,
11시에 맞춰 오픈런!,,
뉴믹스 화이팅!!,,
할매입맛이신 분들 볶은쌀맛 추천이요!!,,
신기하네요!,,
"맛도 다양하고 당연히 단 편인데, 그래도 깔끔했어요.",,
달달해서 좋아요,,
갈,,
"건빵 한 통이 너무 인기가 많아서, 다시 사러 왔어요!",,
사 놓으면 내가 먹기 전에 이미 없어짐…!,,
추천합니다,,
특이하고 맛나용,,
힙하디힙한 카페🫠🫠,,
궁금해서 와봤어용,,
재미있는 경험이었어요!!!,,
다른 맛들도 궁금하지만 군밤맛 먹어보았는데 달큰한 밤맛이 너무 좋았어요,,
레트로+ 엠지 갬성 충만장소입니다^^,,
슬러시 존엄맛입니다,,
🩵,,
하지만 넘 좋네여,,
ㅎㅎ호,,
도넛모양 오란다도 너무 신선해요,,
귀여워용,,
💕☁️,,
넘 맛있고 구성 좋아요!!,,
너무 반갑습니다,,
뉴믹스!!!!!!!,,
인스타에서 보다가 궁금해서 와봤는데 괜찮았어요!,,
같이 간 친구한테 칭찬받음!!,,
👍🏻 또다른 친구 데리구 올게요!,,
오란다가 신기하게 입에서 원래 녹는것가요?,,
대박나세염~~~!!,,
🙌🏻,,
🤗,,
추천합니다~~,,
역시 한국인인건가!!,,
🌾🌾,,
"3월 중순에 정식오픈한다고 하니,
또 와야겠어요!!!!",,
대박나세요!!!! ^_^,,
최애조합 발견!!,,
세계가 인정하는 한국의 맛을 트렌디하게 풀어낸 뉴믹스!,,
앞으로의 뉴믹스의 행보도 기대됩니다!!!!!,,
많이 품절됐어요,,
미니 피규어 전부 모으는 게 진짜 힘들어요,,
💜,,
귀여운 우리 꾹뚜기랑 밤이🥰,,
나중에 카페만 따로 오고싶어요!!,,
한교동이 한가득,,
"교동아 
생일 축하해",,
교동아 사랑해~^^,,
4. 굿즈 판매 매대가 가장 최악.,,
500원 사이즈만함;,,
이걸 위해 왕복4시간 쓴 호구가 나,,
저번에 맛있아서 세번째와요~ 맛있어요!,,
교동이 생일카페 다녀왔어요!,,
교동이한테 초대받아 다녀왔숩니다,,
교동아 생일 츄카해,,
너무너무 귀여운 교동이 생파 다녀왔어요,,
너무 귀여워서 기절할뻔!,,
인형 사고 싶었는데 인형이 하나도 없어서 아쉬웠지만 재밌었어요ㅎㅎ,,
교동아 생일축하해~!!,,
굿즈존에서 키링 한 개 공책 한 개 DIY키링 한 개 샀는데 세상에 이게 7천원이라니~ 참 후회스럽네요,,
그게 DIY 키링입니다,,
허허 인형은 다 떨어져서 못 산다고 하고 이게 참.......,,
사진 추가하려고 보니까 한교동은 참 귀엽네요.....,,
미안하다교동아,,
교동아 사랑해 ..,,
공식쇼핑몰에서 한교동도 사고싶고 정말 바라는게ㅜ많지만 이렇게 너가 성공해서ㅠ̑̈ 카페도 연다는 자체가 너무 행복해,,
내년에도 기대할께,,
또 보자,,
교동아 생일 축하해,,
너무 귀여운 교동이가 가득해서 너무 좋았어요,,
저희 엄마도 교동이에 매력에 빠졌어요,,
"🩵
교동아 생일 미리 축하해",,
🩵🩵,,
교동이 생일카페 와따구~,,
교동아 사랑해,,
이런 생일파티 만들어주셔서 감사합니다!!!!!!!!!!,,
특전으로 방향제받은거 계산하다가 그것도 포함시켜서 계산됐네요ㅠ,,
이미 나온 상태라 전화했는데 안받아서 그냥 쓰겠지만 좀 어수선하고 굿즈들도 살만한거 거의없고 인생네컷도 퀄리티 별로입니다.,,
산리오 최애 한교동이 생일기념카페 가서 좋았어요,,
교동이 생일축하해~~~,,
굿즈도 그다지 살만한게 없었어요.,,
엄청 귀여워요!!,,
교동해 사랑아~~!!,,
우리 교동이 생일주간이라 축하해 주러 다녀왔어요,,
♥️,,
💙💙💙,,
재밌었어요,,
"특히
DIY키링 강추…🌸✨",,
교동이 생파가 열려서 다녀왔습니다~~,,
구경할 것도 많고 사진 찍기 좋습니다.,,
한교동 카페 리뷰 이제야 쓰기...,,
"🫠
잘 놀다 갔습니다",,
실망. ㅠ_ㅠ,,
가족관계증명서를보여달라고했다는데제가같이간게아닌데증명서를사진보내줬더니직접가지고오라고했다고어이가없어서..,,
근데무슨리뷰를쓰라고하는지..ㅡㅡ,,
교동이 생일도 축하해주고 좋은 경험이었어요,,
😊🩵,,
"최애 교동이 생일파티🎂🎉
넘 즐거운 시간 보내다가 가요,,,💕",,
"한교동 생일카페🎂❣️
사진 찍으러 가기 좋았어요..!",,
📸,,
너무 좋았어요,,
잘 보고왔습니다!,,
한교동 생일 축하해,,
❣️,,
교동아 생일축하해,,
이름이 어떻게 교동?,,
넘귀엽잔아.,,
전시된 물건종류는 너무 없고ㅡ.ㅡ,,
비좁고 ㅋㅋㅋ,,
한교동 생일축하해,,
라고 혼자 생각했습니다.,,
와..,,
정말 젊은이들의 감각이린…!!,,
교동이와 전화 ㅇ통화를 우연히 하게되었어요.,,
나도 으험..,,
교동아 사랑해..!,,
아니 사랑아 교동해 던가!! ㅎㄷㄷ,,
교동이 생일카페 내년에도 꼭 열렸으면 좋겠어요,,
🥹💝,,
한교동 생일 축하행,,
곳곳에 교동이가 다 너무 귀여워요 ㅎㅎ,,
🥳 교동아 생일축하하고 2025 산리오 인기투표 1위 가즈아!!!!,,
조금더 아이템이 많았으면ㅜㅠ,,
귀엽다,,
담에는 더 크게해주세여!!,,
교동이 첫 공식 생일카페라 바로 달려왔어요ㅜㅠ,,
"💕 한교동 잠옷 인형이 없어서 아쉬웠지만
그래도 다른 귀여운 인형으로 잘 입양해갑니당",,
"😎🫶
내년에 또 생카 열어줘 교동아ㅏ😭🩷",,
교동아 생일 축하 한다!,,
"귀여운 교동이 생일 축하파티💙🩵
너무 좋았어요~",,
파랑파랑💙🩵💙🩵💙,,
🩵🤍,,
✍️한교동이 성수동에 생일카페를 열었다고해서 다녀왔어요,,
💙,,
오랜만에 귀여운 거 보면서 힐링하고 온 시간이었어요,,
💙 덕분에 잘 놀다 갑니다,,
💙😆💙,,
음식은 기대를 안하긴 했지만 별로에요...,,
아쉽다....,,
한교동 굿즈들도 너무 귀여웠습니다ㅠㅠ!!,,
"사랑아,,교동해!",,
교동아 생일추카해,,
"🩵
사진 계속 찍어주시고 사탕 떨어트린것도 괜찮다고 했는데 제가 안괜찮다며 바꿔주시고 넘 감사해요!!!",,
제인생 팝업스토어 처음인데 너무너무 좋은 추억이었어요..!!,,
팝업이 이렇게 재밌는 거였군요 ~!!!!!!!!!!,,
무엇보다...,,
특히 교동이와의 통화!!!!,,
하루였습니다 ㅋㅋㅋㅠㅠ,,
3/14일까지 힘내세요~~!!!!!,,
"성수역 멀지만ㅋ
꾸기를 위해ㅎ",,
기다리기 힘들었는뎅,,
🥲 ㅋㅋ,,
"카페도 엄청 크고 딱 들어가면 우리 꾹뚜기이랑 밤ㅇㅣ가 반겨주는데 진짜 세상 귀엽 🥹💜💜💜
진짜 너무너무너무너무너무너무너무너무 귀여움",,
🥰,,
석진이 생일 파티 왔음~,,
좋았음~~,,
"☘️ 소다맛이요도 맛있고, 특전이 넘 좋아요오",,
❤️💚💙,,
분우기 좋아요,,
🫶,,
진님 생일 이벤트카페 다녀가요~,,
준비해주신 아미님들께 감사합니다~,,
보라합니다~,,
석진이 생카열려서 찾아왔어요.,,
잘놀다갑니다,,
친구랑 놀러 오기 좋네영,,
석진이 생일카페 진행하셔서 다녀왔어요,,
석진이 생일카페 나들이왔어요!,,
석진아 생일 축하해,,
💙💙,,
비데이 성수점 좋아요^^,,
너무 귀여운 석찌 생카!,,
😍 그리고 석찌 생일 축하해:)💜,,
석진이 생일카페를 열어서 다녀왔는데 너무너무 귀여웠어요.,,
석진이 생일맞이 놀러왔어요~,,
🥳🥳,,
즐거운 시간 보내게 되어 기쁩니다.,,
또 올께요,,
방탄 진 생카에 왔어요,,
생일축하드려요,,
썸머님 생일팝업 재미나게 잘 다녀왔어요!,,
언니 생일축하해요,,
💕🌷,,
"썸머 생축해요
핑크핑크 아름답고 즐거웠어요",,
좋았어용,,
🐣,,
스트레이키즈 필릭스 생일이카 생일크페 다녀왔습니다!,,
카페가 좋아요~~!!,,
🫶🏻 👍🏻,,
용복이 얼굴감상 잘하구 갑니당 :)),,
즐거웠습니다^^~,,
정국이 생일 기념카페 놀러왔어요~,,
😋👍,,
"정구기 꾹뚜기 생일파티 왔슴💖💖
너무 귀여워요!",,
생카전문(?),,
카페라 그런지 착착 진행해주셔서 좋네요 ㅋㅋㅋㅋㅋ,,
💜💜,,
꾹뚜기와 함께 정구기 당근농장 생카 잘보고 가여!,,
생카 열어주셔서 감사합니다!,,
적게 일하고 많이 버세요!,,
정국이 생일 잘 즐기다 갑니다:),,
💞💞,,
"💜
기다림은 힘들었지만 덕분에 넘 행복한 정국절💜💜",,
🥰🥰,,
🥰🥰😍,,
😋😋,,
맛있고 즐거운 카페입니다ㅎㅎ,,
재밌게 즐겼어요!!,,
#꾸꾸의_당근농장 뱅문하러 들렀습니다!!,,
최고...ㅠㅠㅠ,,
너무 좋어용!!,,
너무 재미있었어요,,
놀러오세요~~,,
좋은시간이었습니다,,
잘 놀다가 갑니다.,,
또 올께요 :),,
꾹뚜기 생일파티 축하해주려고 왔어요,,
힐링하고 갑니다,,
마카롱이 느므 귀여움,,
재민아 생일추카해~^^,,
아🐰😺💚🩷,,
"다음에 다시
올게요^^",,
d=(´▽｀)=b,,
초코 마카롱이 짱 맛있음,,
🌟 사진도 완전 잘나옴💫💫,,
꺅꺅,,
재민아 사랑해 ♡,,
💓💓💓,,
재민이 생카 선착특전 못받아서 당일특전이라도 받으려고 이틀내내 왔슴니다ㅠㅠㅠ,,
재민이 생카 다녀왔습니다,,
"#나나의_스타일기
#NANA_STARDIARY
#CAFE_BDAY",,
🎀,,
생일 축하해,,
NCT 재민 생일카페 해서 왔습니다!,,
꼭 드세여!!,,
💓💓 다음에 또 오고싶어요,,
✌️✌️,,
💕💕,,
💚,,
😳💕,,
아기 재민이가 반겨줘서 너무 좋앗어요,,
"재민  군^^
 내 딸 덕분에  호강하고갑니다^^",,
생일 축하합니다 ^^~♡,,
너무 좋아용,,
다음에 또 올게용,,
재민이 생일 카페 재밌게 즐기다 가용,,
#나나의_스타일기,,
마카롱 진짜 맛있고 카페 너무 귀여워용,,
너무 귀여운 버니잼이 입구부터!,,
😆😆,,
재민이 생일을 맞이하여 온 B-DAY!,,
💓,,
재민아 생일 미리 축하해,,
💚🐰,,
마카롱 너무맛있어요,,
🥰🥰🥰🥰👍👍👍,,
최고🥹,,
재민이 생카 찾아왔어요,,
재민아 생일추카해!!,,
생카 아니어두 오고싶어욤><,,
🩷💚,,
재민이 생카 왔다갑니당✨,,
엔시티 드림이라는 그룹의 재민 생일이라서 갔능데 너무 좋아요!!,,
그리구 음료수도 맛있어요,,
스크린 너무 멋있었음!!,,
묵직한 식감이라서 점저겸 먹는데도 배불러서 다 못 먹었습니다ㅎㅎ,,
🍮,,
담에 또 와야겠어요~~,,
방탄에 걸맞는~ 메뉴!!,,
지민 이벤트 중이라 여기저기 지민이 가득해서 좋았습니당,,
❤️  맛도 좋아요~,,
💚💚💚💚,,
넘넘 좋네요,,
신기했어요!,,
"😀 
메뉴도 다양하고 여름을 맞이하여 애플망고빙수 먹었는데 망고도 듬뿍 아낌없이 주셔서!",,
빙수 먹는 내내 망고 부족함 없이 시원하게 넘 맛있게 잘 먹었습니당,,
성수동 대형카페가 하나 더 생겼네요,,
비데이에서 힐링하다 갑니다,,
망고빙수 양도 정말 많고 얼음 자체가 우유에 연유 섞은 살짝 달달한 맛이라 진짜 맛있었어요!!,,
애플망고빙수 진짜 맛있어요!!,,
너무맛있게먹고갑니다 번창하세요,,
💛,,
망고빙수 맛집!,,
🎀👍,,
💙💙신유가 많아서 좋네,,
예ㅔㅔ💙💙,,
너무 좋네요,,
잘 머무르다 갑니다!!!!!!,,
🫶💙,,
또 오고 싶습니다!!,,
컴백 기념으로 다녀갑니다,,
데뷔기념카페 다녀왔어요!,,
"💙
투어스 흥해라~~",,
"v  이벤트 참여겸 왔는데 
아이스 아메리카도 맛나네요~",,
이벤트 카페 너무 좋아요,,
😝,,
청포도라임에이드 쫀맛💚💚,,
가켝이 헙리적인듯 서울 카페치고는~~~,,
우유얼음이 시원하면서 달달한 애플망고가 씹히는 맛!!,,
사진도 엄청 잘 나와요,,
완전 강추해요,,
💓 번창하세용!,,
제베원 컴백 기념 카페!,,
생카도 여기서 해주세여,,
"다른 베이커리류도 아침에 구워 나와서 정말 먹음직스러웠는데요, 혼자 다 못먹는게 아쉬울정도더라고요.",,
너무 맛있게 즐겁게 즐기다가 왔어요.,,
독특한 외관과 영국국기가 맛에 대한 기대를 잔뜩 올린다.,,
그런데 왠걸...,,
식음하는 기분이 전혀안남.,,
많이 아쉬웠다.,,
프렌치토스트 진짜 퀄리티 미쳤네요.,,
크림브륄레처럼 겉면이 파삭해서 기분 좋고 속은 촉촉해요♡,,
글구 단호박스프 이거 완전 요물!!,,
와 이렇게 퀄 좋은 단호박스프를 카페에서 먹는게 말이 돼?! ㅋㅋㅋㅋ,,
진짜 여기 요리 잘하는 듯~~,,
무화과랑 함께 먹으니까 최고네요.,,
성수 올 때마다 꼭 들려야겠어요.,,
나즁에 조카데리고 오려고요,,
클래식 프렌치토스트가 너무 맛있어요 ♥,,
또올게요,,
🫨,,
성수 카페 헨리스플랏!,,
영국식,,
가까우면 자주 오고 싶어요!,,
맛있어요♡♡,,
😍💖🩷 진짜 들어오자마자 반했습니다,,
남자친구분들 여기서 여자친구분 인생샷 찍어주세요,,
잠시나마 런던 여행온 느낌 💕💕,,
🩷🩷,,
겉은 바삭하고 속은 촉촉하니 휘낭시에의 정석을 먹는듯한 느낌이라추천합니다요!!,,
성수 느좋카페!!,,
휘낭시에 셈라 전부 최고에요!!,,
특히 셈라를 강력 추천합니다.,,
"셈라 처음 먹어 봤는데, 특히 커스터드 셈라가 별미입니다~~",,
☺️👍🏻,,
셈라에 그래놀라 뿌려먹으니 진짜 대존맛!!,,
나중에 친구들 데려오고 싶어요,,
"도 엄청 맛있게 생겼던데
다음에 도장깨기 하러 오겟음",,
니다ㅠㅠ,,
지난 번에 먹었던 셈라 먹고 싶어서 다시 왔어요!!!,,
올 때마다 넘 좋네용:),,
커스터드 셈라 진짜 완전 추천합니다,,
👍🏻👍🏻어쩜 이렇게 맛있냐를 연발하며 먹었네요,,
💖,,
2층까지 테이블도 많아 자리도 충분하고 눈길닿는 구석구성 눈호강이에요,,
즐거운 오후시간 보냈습니다,,
와 진짜 성수에 이런 대형카페가...!,,
❤️❤️,,
😀,,
셈라 종류가 진짜 많던데,,
다음에는 카스테라 셈라도 먹어보려고요..,,
😊✨ 다음에 또 가고 싶은 카페예요!!,,
성수동에 큰 카페는 별로 없는데 여기는 생각보다 카페규모가 큽니다,,
간만에 마음에 드는 카페 발견해서 기분좋습니당,,
셈라는 이번에 처음 먹어봤는데 맛있더라구요,,
영국스타일의 카페입니다.,,
건물외관부터 느껴지시죠?,,
덕분에 좋은 하루를 보냈어요. ^^,,
성수 느좋 카페 🫶😆😆,,
맛집이네요.,,
"헤헤
언제봐도 좋은 크리스마스 데코에
포토존도 넘쳐나서 너무 좋았어용 ㅎ-ㅎ",,
😙♥️🤍,,
셈라가 진짜 너어무 맛나고 특별해서 강추!!,,
"😁👍
다음엔 다크초코 먹으러 올듯😆",,
진짜 사진찍기 바쁜 성수카페예요..,,
👍🏼,,
가오픈한 카페에요.,,
영국 안가봤는데 안가도될듯 ㅠㅠ 소품 하나하나 다 너무 귀여워서 훔쳐가고 싶었어요,,
